"","gene_id","stitle"
"3954","LOC118554038","PLAC8"
"3955","LOC118554043","TAF1D"
"3956","LOC118554051","HIBCH"
"3957","LOC118554054","INPP1"
"3958","LOC118554055","INPP1"
"3959","LOC118554063","CYP2J2"
"3960","LOC118554066","SMARCE1"
"3961","LOC118554067","BIN3"
"3962","LOC118554071","RAB6A"
"3963","LOC118554079","PUM1"
"3964","LOC118554092","RPS24"
"3965","LOC118554101","TMEM9B"
"3966","LOC118554109","RPL27A"
"3967","LOC118554122","TMEM59"
"3968","LOC118554146","GRIA3"
"3969","LOC118554150","IGLV1-40"
"3970","LOC118554158","IGLV1-40"
"3971","LOC118554167","SART1"
"3972","LOC118554172","FSIP2"
"3973","LOC118554174","ZNF280B"
"3974","LOC118554176","H2AC8"
"3975","LOC118554182","H2BC12"
"3976","LOC118554183","H2BC4"
"3977","LOC118554184","LRRC37B"
"3978","LOC118554187","H4C1"
"3979","LOC118554190","H2BC4"
"3980","LOC118554192","LRRC37A3"
"3981","LOC118554196","CEP295"
"3982","LOC118554237","GPCPD1"
"3983","LOC118554249","LRRC37A3"
"3984","LOC118554250","ARPP19"
"3985","LOC118554255","PLA2G12A"
"3986","LOC118554259","PPP1R21"
"3987","LOC118554275","RDM1"
"3988","LOC118554278","LDHA"
"3989","LOC118554306","ATAD2B"
"3990","LOC118554319","ZNF280B"
"3991","LOC118554338","OBSCN"
"3992","LOC118554342","LRRC37A"
"3993","LOC118554348","IGLV1-40"
"3994","LOC118554387","IRF4"
"3995","LOC118554389","CDC42"
"3996","LOC118554434","ORM2"
"3997","LOC118554438","AMBP"
"3998","LOC118554439","RPS23"
"3999","LOC118554454","CBX3"
"4000","LOC118554462","ZNF300"
"4001","LOC118554471","KIAA1958"
"4002","LOC118554513","TLCD1"
"4003","LOC118554516","RPL23A"
"4004","LOC118554517","RAB34"
"4005","LOC118554519","PLAAT4"
"4006","LOC118554525","HRASLS5"
"4007","LOC118554550","UQCC3"
"4008","LOC118554553","SLC16A1"
"4009","LOC118554565","INCENP"
"4010","LOC118554598","AFF2"
"4011","LOC118554604","CYB5A"
"4012","LOC118554613","MYL12B"
"4013","LOC118554629","FAM3C"
"4014","LOC118554648","TIPARP"
"4015","LOC118554657","NANOG"
"4016","LOC118554664","CCNL1"
"4017","LOC118554667","RPL26"
"4018","LOC118554683","STK39"
"4019","LOC118554684","GFM1"
"4020","LOC118554685","GBE1"
"4021","LOC118554693","UBAC2"
"4022","LOC118554711","ECE2"
"4023","LOC118554759","WDR33"
"4024","LOC118554761","MCUR1"
"4025","LOC118554771","RHOG"
"4026","LOC118554776","REPS2"
"4027","LOC118554778","SSPOP"
"4028","LOC118554798","ZSCAN2"
"4029","LOC118554803","ZNF775"
"4030","LOC118554827","TLCD4"
"4031","LOC118554835","SLC44A3"
"4032","LOC118554838","RTRAF"
"4033","LOC118554839","ARL6IP1"
"4034","LOC118554860","PKD2"
"4035","LOC118554883","ETFBKMT"
"4036","LOC118554885","MCTS1"
"4037","LOC118554898","CCNI"
"4038","LOC118554899","SEPTIN11"
"4039","LOC118554929","GNAQ"
"4040","LOC118554930","INTS6"
"4041","LOC118554931","INTS6"
"4042","LOC118554939","HSBP1"
"4043","LOC118554950","GAPDH"
"4044","LOC118554957","LANCL2"
"4045","LOC118554958","APOOL"
"4046","LOC118554973","MAGOH"
"4047","LOC118554974","ACYP1"
"4048","LOC118555003","IGHV3-23"
"4049","LOC118555004","IGHV3-23"
"4050","LOC118555005","LRRC20"
"4051","LOC118555022","RPL7A"
"4052","LOC118555035","ZNF516"
"4053","LOC118555066","IGLV1-40"
"4054","LOC118555069","TMEM209"
"4055","LOC118555091","MLLT11"
"4056","LOC118555134","ACADM"
"4057","LOC118555154","FKBP3"
"4058","LOC118555157","ENOX2"
"4059","LOC118555169","ZNRF3"
"4060","LOC118555187","UQCR10"
"4061","LOC118555194","MTMR3"
"4062","LOC118555195","UBALD2"
"4063","LOC118555204","OSM"
"4064","LOC118555217","NUBPL"
"4065","LOC118555229","PCDHGC4"
"4066","LOC118555243","MSANTD2"
"4067","LOC118555255","TMEM218"
"4068","LOC118555262","MYBPC1"
"4069","LOC118555268","ARL1"
"4070","LOC118555284","HDAC2"
"4071","LOC118555286","NBDY"
"4072","LOC118555291","NUP133"
"4073","LOC118555292","ACTA1"
"4074","LOC118555295","CCSAP"
"4075","LOC118555306","MSMO1"
"4076","LOC118555322","RBMX"
"4077","LOC118555349","SRSF12"
"4078","LOC118555350","RPL37A"
"4079","LOC118555357","EPB41"
"4080","LOC118555385","SGK3"
"4081","LOC118555392","LASP1"
"4082","LOC118555398","ADAMTS6"
"4083","LOC118555410","OASL"
"4084","LOC118555414","TCEA1"
"4085","LOC118555483","COX20"
"4086","LOC118555486","GRM8"
"4087","LOC118555512","POLR3C"
"4088","LOC118555515","RNF115"
"4089","LOC118555523","KLRD1"
"4090","LOC118555554","GEMIN7"
"4091","LOC118555601","SEC23IP"
"4092","LOC118555603","MCMBP"
"4093","LOC118555619","ATP5MC2"
"4094","LOC118555625","MRE11"
"4095","LOC118555631","TRMT10C"
"4096","LOC118555643","AARE"
"4097","LOC118555658","CFAP276"
"4098","LOC118555663","RPL7A"
"4099","LOC118555668","PGAP1"
"4100","LOC118555670","ANKRD44"
"4101","LOC118555684","IDE"
"4102","LOC118555694","SEC24A"
"4103","LOC118555706","COP1"
"4104","LOC118555715","OFCC1"
"4105","LOC118555719","VPS4B"
"4106","LOC118555721","KDSR"
"4107","LOC118555745","CRIP3"
"4108","LOC118555746","TTBK1"
"4109","LOC118555789","ATF7"
"4110","LOC118555792","IGIP"
"4111","LOC118555843","LACRT"
"4112","LOC118555858","ZNF319"
"4113","LOC118555871","SETD6"
"4114","LOC118555883","SUMO3"
"4115","LOC118555894","YWHAZ"
"4116","LOC118555897","CDC123"
"4117","LOC118555918","GLCCI1"
"4118","LOC118555924","SNX7"
"4119","LOC118555930","RPL30"
"4120","LOC118555932","FDPS"
"4121","LOC118555956","SFMBT2"
"4122","LOC118555958","SFMBT2"
"4123","LOC118555961","MAML2"
"4124","LOC118555995","RPS3A"
